N,P,K,temperature,humidity,ph,rainfall,label
15,57,17,28.337699,83.163179,6.591849,47.922603,mungbean
57,65,77,18.868957,15.421177,6.958669,78.810163,chickpea
47,67,52,30.709213,92.726692,6.542649,42.503571,papaya
95,32,34,26.016648,59.415883,6.648369,184.849617,coffee
91,43,36,24.86271,81.686248,5.826839,240.706641,rice
108,20,52,28.422044,92.319589,6.502524,29.861803,muskmelon
98,43,40,22.031775,82.161637,6.192548,277.748966,rice
68,41,42,23.965655,79.5839,6.794315,192.877656,jute
108,44,20,25.249945,80.872726,6.13926,76.091375,cotton
37,64,24,25.939768,49.79263,6.138848,187.479995,pigeonpeas
40,77,24,29.990016,67.466435,6.310425,66.163317,blackgram
107,19,49,28.621198,92.856161,6.616358,23.095694,muskmelon
6,23,34,26.546201,97.565611,6.187533,164.344428,coconut
75,36,41,23.553623,82.563929,6.179954,198.523526,rice
7,17,13,33.368938,93.609975,7.086521,101.453678,orange
4,32,29,31.074151,51.15227,5.007939,81.235642,mango
1,37,34,31.417068,50.038699,5.72551,90.38954,mango
103,10,47,28.609226,93.405245,6.680547,24.855662,muskmelon
73,58,39,25.036113,82.780251,6.100039,263.273813,rice
6,145,202,22.773772,92.896378,5.895435,101.598079,apple
20,36,22,29.315254,83.767313,6.548863,59.443198,mungbean
31,49,50,31.631395,92.580968,6.493742,125.18379,papaya
94,81,49,26.853969,77.351812,6.09768,109.684383,banana
34,60,23,30.877271,63.673955,6.628191,71.44213,blackgram
114,10,48,28.365654,92.124762,6.397969,27.857822,muskmelon
13,142,198,22.126527,94.193812,6.230543,108.886237,apple
28,17,27,26.412373,94.593025,6.100678,177.970016,coconut
55,49,52,36.051915,92.223116,6.551526,107.894102,papaya
26,65,22,31.410078,38.623817,6.120839,148.472937,pigeonpeas
78,45,41,25.235544,81.600391,7.046633,159.346767,jute
28,126,205,23.311306,93.13519,6.280801,106.520211,apple
0,136,198,22.589558,91.772043,5.918286,120.821226,apple
83,40,24,20.881869,60.574636,6.243356,90.17243,maize
5,35,19,28.604427,86.037666,6.174598,59.156137,mungbean
4,121,197,22.637114,93.173403,6.051814,113.201461,apple
38,74,19,23.335142,64.650133,6.092201,59.131523,lentil
24,132,200,26.781272,82.174378,5.766786,67.412068,grapes
93,51,36,23.920088,83.494661,6.646012,198.200986,rice
96,19,54,24.961383,84.06657,6.58019,41.216229,watermelon
26,74,25,23.138016,64.131893,6.830941,41.357981,lentil
35,123,201,22.435869,92.253107,6.115004,111.714495,apple
0,121,197,22.803312,81.828732,6.068691,65.205109,grapes
33,66,75,19.631053,17.700037,7.40777,74.823913,chickpea
98,56,21,22.197085,61.07448,5.730468,66.094305,maize
115,91,50,27.839246,78.524513,5.689873,103.546411,banana
42,74,16,23.50346,19.903317,5.885193,134.068542,kidneybeans
38,24,10,20.007769,92.533993,7.029993,116.548915,orange
6,20,31,33.063442,50.45645,6.59635,84.456025,mango
105,25,32,25.005848,64.484514,6.806534,167.699778,coffee
53,64,48,37.204889,93.001894,6.583871,54.316541,papaya
18,123,194,29.343491,82.599166,5.940308,71.239456,grapes
4,129,198,23.998016,82.031709,5.987435,72.185313,grapes
14,18,31,27.847513,95.302585,5.794757,210.928126,coconut
140,46,19,21.975307,78.893152,5.957717,64.662246,cotton
88,37,37,23.364993,82.70551,6.241499,277.184934,rice
35,57,25,26.595046,43.926347,5.795122,192.773453,pigeonpeas
43,72,25,28.743577,66.379532,6.146718,70.119386,blackgram
50,67,77,19.426849,16.240691,7.065405,75.828045,chickpea
24,57,16,23.170917,62.263655,6.284162,63.33481,lentil
45,62,24,20.77491,21.988647,5.663246,119.981674,kidneybeans
26,139,199,22.870856,92.468321,6.108643,124.480954,apple
32,13,36,21.84739,89.882264,5.960339,105.274565,pomegranate
25,11,41,20.541304,91.33773,6.816426,101.712734,pomegranate
74,56,42,25.409751,81.277545,6.807234,166.983922,jute
107,6,52,27.715769,93.32647,6.579161,28.846824,muskmelon
34,75,17,25.053979,46.486418,5.697644,106.107988,pigeonpeas
89,58,37,25.992924,77.715229,7.400842,167.251033,jute
83,37,36,25.343806,84.544878,6.377409,170.774104,jute
13,29,33,31.185485,46.537176,6.208761,66.748916,mango
1,9,43,21.786088,90.229028,6.608067,104.555017,pomegranate
6,55,18,29.652301,59.135165,5.41185,29.905613,mothbeans
32,57,24,29.57467,64.784281,6.335068,74.478566,blackgram
65,59,44,24.868656,83.723798,5.85605,232.696189,rice
10,74,16,25.509254,62.146477,6.207956,48.44724,lentil
43,78,19,32.165036,67.133676,6.243163,73.421937,blackgram
36,49,25,29.599304,41.627564,7.844652,57.285925,mothbeans
16,142,201,25.298878,82.381467,5.920875,68.167171,grapes
111,10,51,25.981636,82.555063,6.633768,49.695265,watermelon
34,49,19,28.700587,85.408319,6.489839,56.557948,mungbean
120,57,16,23.485747,78.987243,6.311182,62.426673,cotton
39,61,52,34.626485,93.084241,6.681275,85.551675,papaya
90,18,53,25.928709,85.155822,6.727623,42.159382,watermelon
16,32,33,31.157337,47.754123,6.329967,91.54025,mango
92,71,52,25.292041,80.771338,6.080774,101.209509,banana
42,71,18,18.599744,19.901882,5.854291,132.458129,kidneybeans
9,56,15,28.455073,83.256591,6.181318,49.772936,mungbean
108,19,47,28.770742,93.252119,6.438604,20.37488,muskmelon
16,7,28,27.036809,95.957549,6.022024,143.429696,coconut
56,62,25,20.935062,21.200938,5.788141,138.972304,kidneybeans
36,14,45,20.757009,93.443569,6.405506,105.814249,pomegranate
46,63,22,29.615402,65.164,6.874634,65.861358,blackgram
21,76,21,31.571837,62.576873,6.735077,69.025264,blackgram
93,9,53,26.026655,84.936811,6.688003,49.321617,watermelon
89,91,47,27.224876,81.375367,5.930462,92.731089,banana
28,19,39,21.106048,90.058495,6.155027,104.288874,pomegranate
90,35,27,26.094983,57.389509,6.992921,178.163236,coffee
48,50,54,32.73245,91.372482,6.276404,97.798847,papaya
93,40,36,25.247106,83.139085,6.293673,199.150822,jute
29,27,31,28.557316,95.205775,5.880564,215.891233,coconut
40,6,11,25.298219,92.40544,7.278414,116.982733,orange
31,13,35,25.665287,93.188752,6.222473,160.729364,coconut
114,11,46,24.926822,84.691009,6.584472,42.805902,watermelon
29,124,200,22.899409,92.723046,5.742013,107.513169,apple
34,56,50,34.152532,93.741141,6.469927,119.670089,papaya
111,7,51,28.718774,93.905553,6.42861,22.389866,muskmelon
106,19,51,27.929553,92.539889,6.606974,23.591934,muskmelon
133,49,24,25.667908,77.701555,6.277579,74.217195,cotton
17,145,191,29.991607,81.719845,5.789027,67.628807,grapes
84,45,41,24.780975,79.211403,7.060243,190.65256,jute
95,53,41,24.763187,78.916824,6.799455,186.451881,jute
30,122,204,24.282729,83.377115,5.895331,73.279121,grapes
21,80,20,28.065406,64.539176,6.430145,60.536877,lentil
65,38,43,24.792894,81.551552,6.236938,266.670308,rice
9,17,28,30.359396,50.265071,4.48952,84.535931,mango
33,70,21,22.154868,63.985355,6.043125,73.379627,lentil
5,124,196,22.694435,92.232577,5.990821,109.250089,apple
12,40,23,28.899631,85.348082,6.708204,46.041473,mungbean
8,18,33,26.78409,95.674352,5.881923,165.456782,coconut
68,54,42,22.76729,82.013478,6.479226,275.283023,rice
78,56,21,24.480744,58.057809,6.361811,65.071041,maize
21,21,27,33.623674,48.567299,5.500656,89.150531,mango
31,11,36,19.529708,88.556844,6.28031,107.483752,pomegranate
108,37,21,24.156266,79.451184,5.967256,61.592087,cotton
18,69,22,23.322841,66.272296,6.751682,61.059031,lentil
102,8,52,28.022726,92.369579,6.295675,29.178025,muskmelon
27,25,6,30.035552,94.285171,6.742099,111.862119,orange
38,133,198,28.62278,82.545584,5.823222,71.355935,grapes
30,57,18,27.617977,52.034265,7.193936,61.397185,mothbeans
110,28,25,26.276755,57.993317,6.966854,197.606194,coffee
59,78,16,17.24492,21.930867,5.713412,99.096299,kidneybeans
43,57,23,19.2803,20.396515,5.833085,84.196816,kidneybeans
113,86,52,27.035672,81.877343,5.884366,107.575564,banana
99,7,54,25.39025,83.715082,6.344187,40.057209,watermelon
3,62,17,21.314917,64.180301,6.387842,62.611643,lentil
35,80,25,24.300407,66.43841,6.683465,66.203526,lentil
104,32,32,25.52409,54.529298,6.48793,187.65288,coffee
21,60,19,36.05487,47.167515,5.382902,119.919847,pigeonpeas
51,47,54,34.263522,91.42083,6.302674,162.456319,papaya
57,54,49,27.430655,92.415521,6.246244,78.19661,papaya
13,12,7,25.555463,92.050641,7.177216,100.095996,orange
22,43,20,27.802902,84.894974,6.519528,43.344454,mungbean
75,52,18,23.605346,62.896514,6.674692,99.026276,maize
101,9,47,28.819707,92.475247,6.230906,28.583561,muskmelon
22,35,32,30.723586,49.809174,5.783467,93.269028,mango
87,44,41,25.195898,82.52067,6.178487,227.093413,rice
40,71,18,31.394344,65.421374,5.924057,68.188173,blackgram
65,37,35,22.537227,82.29004,6.077718,235.440696,rice
76,42,19,21.400291,59.462884,6.302286,90.549049,maize
12,127,198,23.152576,81.816993,6.258854,67.299614,grapes
26,56,23,24.852018,65.057056,6.016949,67.743187,lentil
60,52,40,24.980722,79.288338,6.562077,187.814746,jute
119,49,21,25.206725,78.990819,6.29522,93.008632,cotton
91,26,30,28.111457,58.378632,6.358683,153.840551,coffee
90,89,48,28.05959,78.95666,6.082403,116.324677,banana
5,22,26,32.585056,51.012113,5.653656,87.973529,mango
96,19,48,24.746905,84.352768,6.486631,45.009693,watermelon
22,20,8,21.762036,91.422992,6.967861,118.297568,orange
81,19,51,26.50678,86.551389,6.594598,44.497254,watermelon
26,43,16,28.575372,51.966829,6.850177,31.60128,mothbeans
24,65,22,32.913375,51.684125,5.584231,150.11044,pigeonpeas
132,49,15,23.959329,82.908619,6.012986,83.191086,cotton
139,37,17,24.718926,79.126029,6.437025,100.487686,cotton
25,123,203,21.862722,92.587185,6.225121,117.867186,apple
35,76,15,20.276249,21.106953,5.815224,147.930626,kidneybeans
119,50,20,24.515039,79.032556,6.142076,80.789445,cotton
11,32,31,28.400698,50.47153,6.185898,73.54558,mango
84,35,44,22.409312,82.937982,6.760829,196.772685,rice
8,128,195,22.417348,92.843818,5.66734,113.388147,apple
29,124,196,17.859309,84.45454,5.843479,67.741362,grapes
34,142,196,21.979901,93.036129,6.119775,111.649169,apple
38,59,15,32.484754,62.870636,6.626293,66.204818,blackgram
5,8,40,23.199592,87.349854,5.809307,103.780249,pomegranate
30,67,49,30.38476,92.998892,6.438668,71.24271,papaya
67,42,16,20.621048,59.038096,6.558628,105.001156,maize
35,17,27,28.427998,94.904704,5.722549,172.743107,coconut
17,24,27,30.417813,50.945284,6.406724,91.209015,mango
5,124,200,22.255091,90.763441,5.996796,118.59342,apple
33,144,196,24.464632,82.12033,5.821099,65.357484,grapes
6,12,12,26.084396,93.305711,6.733985,111.110373,orange
38,16,38,22.885154,88.501486,6.194321,100.875746,pomegranate
33,61,16,28.671342,54.464385,4.541614,162.545658,pigeonpeas
8,7,39,20.858498,91.397675,6.141726,100.257424,pomegranate
96,92,50,28.496727,78.980882,6.199165,93.182761,banana
100,92,53,26.250534,82.582806,5.930502,101.643644,banana
33,58,23,29.479444,48.109029,5.860917,69.223279,mothbeans
24,69,24,31.921506,69.004504,7.093308,66.534129,blackgram
14,55,19,28.822997,85.388722,6.301064,55.505871,mungbean
27,72,81,20.394951,17.625346,6.656553,82.94337,chickpea
46,76,23,30.707185,65.211787,6.216907,67.093061,blackgram
83,33,31,27.064483,58.254929,6.52664,189.322241,coffee
130,56,20,24.887575,81.357869,6.66674,102.404733,cotton
20,29,32,31.983183,52.304765,6.362877,78.236033,mango
39,49,49,27.363257,91.99864,6.616573,127.237715,papaya
26,22,7,30.079648,92.140234,6.651289,119.502038,orange
118,38,21,25.167705,79.560806,6.238857,62.847397,cotton
17,17,36,21.371716,91.127373,6.528594,102.62035,pomegranate
35,136,202,21.459286,83.673853,5.942292,72.521549,grapes
96,81,52,28.182352,81.185791,5.836749,113.052632,banana
97,55,22,22.272593,61.077632,6.450642,78.989289,maize
20,27,28,27.887627,93.065994,5.855184,184.143448,coconut
6,42,16,27.093339,57.598964,6.534368,37.175167,mothbeans
24,31,28,28.172844,51.151632,5.299228,87.852281,mango
17,37,28,29.03806,49.86269,5.482942,68.371489,mango
37,125,200,22.617261,92.308962,6.268255,103.816325,apple
96,16,49,28.021382,92.440203,6.675857,25.341017,muskmelon
22,70,19,26.394083,64.68103,5.824552,58.819225,lentil
24,13,45,20.804263,93.74148,6.4625,107.190228,pomegranate
114,95,49,25.600144,80.655928,6.195434,104.558422,banana
27,138,199,23.218396,92.317143,6.101137,105.658271,apple
4,8,7,26.020002,93.369003,7.540608,113.856168,orange
43,55,47,37.516528,92.69085,6.560702,73.740454,papaya
0,76,18,20.72972,61.970194,6.1442,60.502239,lentil
117,55,23,24.157479,79.987835,6.317825,103.91678,cotton
108,29,30,25.362002,60.060079,6.677991,176.369676,coffee
8,12,33,26.769296,93.92319,6.270832,215.251064,coconut
29,65,23,29.900672,65.33264,6.439025,52.096706,lentil
9,136,201,22.195544,91.916358,5.780023,100.152188,apple
111,16,52,28.067788,92.75011,6.601309,22.943217,muskmelon
41,56,16,29.637906,63.335295,6.881825,72.032801,blackgram
33,77,16,31.314511,63.82718,6.49559,74.701169,blackgram
24,73,15,30.278049,35.056076,5.862649,172.763767,pigeonpeas
24,79,84,20.275237,16.548205,6.815986,86.132841,chickpea
89,39,40,22.803918,82.379927,6.025362,227.674475,rice
108,60,24,24.671603,79.981659,5.733299,105.936187,cotton
24,69,25,26.846053,45.744909,4.934105,145.267002,pigeonpeas
43,57,22,20.032104,22.415615,5.656297,98.48412,kidneybeans
61,36,25,24.103021,61.028665,6.233324,93.377495,maize
93,85,55,26.333383,77.064198,5.849216,113.160954,banana
93,37,43,25.183047,79.531338,6.221067,167.496427,jute
19,7,6,21.481712,91.243225,7.068678,112.56167,orange
46,66,53,26.546679,93.609676,6.610384,171.110093,papaya
13,27,26,26.678212,92.974078,6.246468,173.372706,coconut
11,40,21,26.285498,49.106866,6.873762,33.807069,mothbeans
71,51,45,24.499698,84.04453,6.026066,274.631665,rice
35,122,196,34.061542,83.093278,5.608053,72.955818,grapes
18,58,20,22.794358,64.539248,6.036578,59.274169,lentil
50,68,45,35.92541,92.457765,6.551117,186.510616,papaya
23,71,82,18.399464,16.258063,7.342753,69.900843,chickpea
25,64,76,18.981382,17.024462,6.964139,88.753448,chickpea
18,133,199,22.027657,92.586963,5.959228,101.089017,apple
108,14,52,25.575878,84.959544,6.558668,46.092227,watermelon
72,48,38,22.982214,82.582374,6.11207,223.059658,rice
57,64,54,32.755104,92.9424,6.425346,95.695288,papaya
13,42,18,28.459676,87.732367,6.508037,45.338571,mungbean
67,55,35,26.305473,74.123131,6.994193,153.661575,jute
37,52,48,29.923107,92.928424,6.376874,84.614013,papaya
19,20,37,21.045169,89.00701,6.120688,102.634734,pomegranate
34,129,205,23.10717,91.511756,5.811708,116.147913,apple
77,45,36,24.940755,78.662475,7.051621,181.434217,jute
37,69,17,28.168843,65.968046,6.681686,65.90419,blackgram
70,55,17,21.866774,59.935434,6.28265,79.5453,maize
20,12,39,23.196686,89.854631,6.366099,101.639317,pomegranate
25,60,23,23.677832,45.948163,6.06253,164.518188,pigeonpeas
93,16,53,27.875555,92.456791,6.296015,28.056369,muskmelon
36,52,21,28.367502,88.015862,6.574148,52.648145,mungbean
30,74,17,28.881346,65.353107,6.771971,66.213719,blackgram
87,46,40,24.930461,81.907655,6.575485,179.993399,jute
27,18,35,27.942893,95.379837,6.412166,224.034838,coconut
25,69,16,29.986397,64.679971,6.71097,71.919274,blackgram
134,53,22,24.531681,77.775269,6.433339,74.999574,cotton
100,11,49,25.669512,83.572854,6.840311,42.147537,watermelon
33,61,17,32.43705,64.814056,5.050487,168.62286,pigeonpeas
106,82,48,27.443961,77.040033,5.800393,96.991596,banana
4,129,202,22.450932,92.981732,5.939053,122.793858,apple
34,144,204,22.710302,92.182921,6.033056,112.518882,apple
16,65,18,25.860601,65.467454,6.606945,54.466986,lentil
44,51,47,35.987754,92.737751,6.46784,117.910514,papaya
30,43,22,29.52779,83.006054,6.67426,64.165556,mungbean
65,51,24,22.384013,58.865916,5.913383,79.009781,maize
24,76,23,29.273023,42.203125,5.668719,193.233037,pigeonpeas
108,25,26,26.52985,61.350507,6.47536,169.917766,coffee
3,26,7,25.671136,92.680567,6.664438,116.833835,orange
3,16,42,22.944982,93.529882,6.437836,102.193204,pomegranate
24,58,18,28.452598,87.451615,6.593021,57.950354,mungbean
90,26,28,26.711102,57.239179,6.817449,163.781769,coffee
79,41,41,24.200301,83.980337,6.391274,228.10217,rice
11,60,20,23.548045,66.817839,6.817918,63.34629,lentil
33,15,32,27.123049,94.647003,5.923321,135.602913,coconut
96,16,31,26.391176,57.511746,6.512937,177.186337,coffee
53,64,25,29.822577,65.18745,6.677328,66.514104,blackgram
34,72,20,27.333529,50.612601,4.952244,123.793806,pigeonpeas
6,138,194,22.612642,82.011751,5.95148,65.39452,grapes
95,17,54,26.039479,83.464584,6.771634,43.749645,watermelon
9,29,12,26.881998,93.778591,7.005045,105.946012,orange
99,39,42,24.518705,82.072478,6.226829,261.780327,rice
45,65,21,18.92444,21.656955,5.769345,99.829096,kidneybeans
52,75,82,18.324426,16.810984,7.334818,86.440071,chickpea
90,19,26,24.231501,56.295003,7.008548,181.534359,coffee
93,90,46,26.783402,82.473272,5.778547,116.55046,banana
20,34,31,31.475232,51.936037,5.335153,89.167425,mango
86,6,46,28.440549,93.145489,6.43974,27.605581,muskmelon
17,27,10,22.80398,92.434285,7.040634,114.317,orange
66,36,39,25.34198,79.688199,7.003587,169.175094,jute
68,37,36,23.912865,83.919306,6.496129,177.150626,jute
118,11,51,28.051382,92.788212,6.826499,26.137122,muskmelon
36,38,24,27.675898,85.639329,6.395786,60.290675,mungbean
117,59,23,25.1668,79.829973,5.961721,109.486145,cotton
16,134,203,22.605847,92.120189,6.080331,111.469207,apple
95,34,32,25.143944,63.137956,6.771092,172.78637,coffee
3,47,20,28.890598,87.746983,6.657599,47.602366,mungbean
23,78,22,21.842611,64.984604,6.72519,61.752756,lentil
98,5,49,28.986035,91.249985,6.746952,29.476025,muskmelon
79,36,19,22.294392,60.331309,6.306533,91.657569,maize
19,72,18,25.455514,67.664123,6.542832,45.271383,lentil
28,7,33,26.773516,94.03199,5.790658,177.207783,coconut
53,61,77,20.254603,18.15993,6.850483,98.427118,chickpea
32,79,18,22.59719,20.036521,5.754646,135.582145,kidneybeans
90,35,33,26.73184,60.229623,6.495784,151.790465,coffee
88,78,48,27.945145,78.284345,5.992673,110.386555,banana
33,52,15,25.140401,50.928317,6.624309,47.526069,mothbeans
112,19,48,25.950023,83.595992,6.325538,49.102217,watermelon
108,85,54,26.926387,78.820112,5.999697,90.54096,banana
31,79,19,28.861157,65.487822,6.253058,68.787034,blackgram
116,27,26,25.005566,60.18521,6.643095,157.369163,coffee
28,75,21,28.94456,44.079927,5.50665,186.726324,pigeonpeas
69,44,40,25.148703,80.165802,6.869382,176.462777,jute
35,72,23,28.771055,64.180988,6.957479,74.859342,blackgram
23,143,196,23.32876,82.589548,6.206817,72.030317,grapes
12,123,193,25.025837,83.005537,5.930167,65.377473,grapes
46,50,52,28.655897,91.92232,6.429629,123.265402,papaya
24,30,25,30.444001,50.663287,5.560728,67.954839,mango
17,36,24,26.179182,56.774946,7.706538,63.763812,mothbeans
72,43,36,21.712208,82.483963,6.112133,292.600855,rice
32,75,19,22.148889,18.369744,5.584218,77.93433,kidneybeans
8,136,193,28.939849,81.744063,5.919225,65.144706,grapes
101,11,49,25.335184,84.053874,6.347285,46.508788,watermelon
5,16,13,31.23264,92.839455,6.820638,103.742901,orange
105,47,20,25.014804,79.764736,6.466566,70.394403,cotton
60,76,22,20.290636,22.996205,5.795922,60.748795,kidneybeans
36,60,22,25.091191,48.460864,5.64907,164.340522,pigeonpeas
32,74,25,28.456518,51.918399,5.683756,125.773232,pigeonpeas
52,60,77,18.703987,16.181645,6.85181,74.688501,chickpea
36,14,39,23.640237,91.777508,6.107521,108.101401,pomegranate
12,143,191,23.381769,81.046041,6.143146,71.123113,grapes
3,9,25,27.364516,94.960776,6.191376,213.693884,coconut
115,78,46,27.417092,81.4793,6.170042,113.440687,banana
3,8,44,20.834721,87.493792,6.026127,105.182183,pomegranate
82,51,39,22.071305,83.654213,5.780731,250.34758,rice
88,91,49,27.130842,77.949067,5.860933,106.122508,banana
112,77,51,27.531688,79.776998,6.042555,116.207259,banana
80,87,49,28.307908,82.464338,5.957987,109.207527,banana
130,55,16,23.797384,79.979416,6.078531,86.740908,cotton
97,12,53,25.55862,88.677684,6.305439,45.066912,watermelon
10,54,17,28.446785,84.136881,6.587094,45.629026,mungbean
24,33,28,29.485709,51.047755,5.728325,86.969023,mango
37,9,40,18.833612,90.729251,6.318706,109.05944,pomegranate
92,16,52,27.625258,92.335979,6.485306,22.695617,muskmelon
29,25,11,28.529538,91.36006,7.883312,114.321838,orange
90,52,20,22.06238,60.659744,5.979624,72.828139,maize
108,91,51,27.19802,82.918979,5.854455,118.511393,banana
77,54,42,24.275859,79.621017,7.087464,194.192863,jute
97,35,34,25.640682,57.101419,6.462132,181.701849,coffee
38,59,17,33.613097,65.494569,7.35935,70.498769,blackgram
35,58,15,28.57205,48.46674,4.501992,40.484123,mothbeans
117,16,53,28.313166,92.48986,6.715631,29.502841,muskmelon
31,79,21,30.023724,65.059632,6.957143,66.421814,blackgram
18,122,195,24.788067,83.183123,6.06364,74.363428,grapes
28,123,200,19.410745,81.804545,6.150093,65.531206,grapes
101,54,19,25.107739,82.612741,6.749778,71.662716,cotton
29,136,204,27.981795,81.796999,5.737144,65.942104,grapes
23,73,21,26.479519,55.060392,5.153896,119.25213,pigeonpeas
9,24,9,29.699548,92.746028,7.654905,107.746668,orange
18,47,17,28.765378,49.879921,5.773699,64.56758,mothbeans
8,23,26,31.922812,49.324193,6.796344,76.096659,mango
93,43,44,24.156607,83.472811,6.02643,185.342218,jute
32,40,25,29.747515,48.97526,5.868422,92.067369,mango
4,59,16,27.620874,66.313431,6.753955,40.70426,lentil
7,56,22,27.202313,40.264669,4.641521,67.526083,mothbeans
2,45,24,27.43813,84.623892,6.563507,50.277835,mungbean
51,70,47,32.425463,91.770997,6.377578,81.361,papaya
26,29,14,24.40261,93.921608,6.845246,103.795271,orange
86,77,53,25.978837,78.723071,5.783375,110.401382,banana
39,5,26,28.06981,94.010395,6.069605,218.808038,coconut
28,35,29,33.156883,51.819556,5.828078,87.652046,mango
22,61,22,29.471353,62.489598,6.976394,71.195826,blackgram
95,49,22,22.884644,59.932669,6.128398,89.008618,maize
99,15,54,28.317718,92.403058,6.601366,22.711778,muskmelon
42,74,23,29.421274,67.358961,6.557853,67.585573,blackgram
90,51,36,24.241999,81.826794,7.341264,151.788735,jute
112,93,45,25.789992,80.410848,6.047356,100.433103,banana
8,12,14,22.748132,92.546527,6.66861,114.684367,orange
14,67,19,28.787244,64.568594,6.207638,66.993508,lentil
76,59,21,20.927621,58.858103,6.374031,98.244163,maize
28,50,25,28.25098,84.664076,6.348623,48.695559,mungbean
105,45,16,23.940585,78.248442,5.747583,77.443336,cotton
120,53,25,24.984399,81.070022,6.052612,62.903167,cotton
108,31,33,25.87435,67.800116,6.220004,182.548429,coffee
2,39,22,28.220418,85.1338,6.373499,54.413625,mungbean
34,59,23,19.872655,20.507899,5.698827,67.303426,kidneybeans
36,58,83,19.095333,17.48958,6.923277,80.968278,chickpea
4,39,22,28.178759,87.274538,5.995683,44.977335,mungbean
19,17,41,21.540448,90.279426,5.858301,108.817173,pomegranate
39,62,19,26.069176,65.133418,6.582272,46.962542,lentil
22,77,24,23.794991,63.233069,6.293332,57.649221,lentil
72,50,39,23.582134,84.346734,7.050509,207.865523,rice
93,14,46,25.248612,84.144793,6.69943,43.124059,watermelon
77,53,37,24.018008,82.060812,6.680049,170.759882,jute
5,12,40,19.734439,90.658785,6.284829,104.315081,pomegranate
26,73,25,22.058777,66.029089,6.348299,61.133108,lentil
31,69,17,25.251134,66.176173,6.580043,73.939731,blackgram
0,132,196,22.19318,81.405266,6.09621,69.421541,grapes
11,26,27,32.071947,50.519309,6.04822,90.396035,mango
66,58,41,21.117082,81.803831,6.67344,220.392513,rice
97,36,36,25.270916,86.479697,6.456629,171.59938,jute
114,77,49,27.925268,77.702922,6.074503,115.385816,banana
123,60,19,26.647173,82.072265,5.878703,67.707802,cotton
83,41,44,26.055047,82.165163,6.467855,159.879047,jute
34,61,83,19.73672,18.090849,7.372854,67.083365,chickpea
1,12,33,27.545021,98.214653,6.074664,175.872882,coconut
9,49,15,28.189804,83.337255,6.423543,63.953453,mungbean
30,80,16,26.875891,58.205493,5.865224,115.45187,pigeonpeas
98,94,47,27.191612,80.735351,6.16123,103.719498,banana
115,73,51,26.732156,78.310141,5.841485,117.217295,banana
31,77,15,21.832189,67.068544,6.320239,50.612287,lentil
12,41,21,27.05207,87.13254,6.589125,47.820855,mungbean
59,54,53,26.031655,92.681254,6.597189,186.821311,papaya
48,78,18,18.489959,22.498957,5.806627,113.914013,kidneybeans
90,5,48,26.876148,86.687416,6.603283,40.918961,watermelon
6,28,27,27.095063,94.087921,6.048653,182.680292,coconut
54,77,24,19.139512,21.268537,5.789348,114.900668,kidneybeans
100,58,15,21.471615,61.550302,5.496974,86.258169,maize
22,19,25,30.48364,53.182124,6.122902,70.470056,mango
22,129,202,26.614128,81.8887,6.095633,73.073709,grapes
1,49,16,29.129387,49.177223,5.504338,31.266433,mothbeans
64,57,49,32.072632,93.938189,6.449529,160.542098,papaya
24,9,6,16.719259,93.144027,6.675581,104.738557,orange
99,58,38,25.366213,80.708848,5.832324,288.776653,rice
32,9,34,27.693606,94.686186,6.275098,175.72998,coconut
52,77,17,30.915102,66.595023,6.720193,72.827457,blackgram
12,76,23,22.983008,63.572046,6.894925,58.781263,lentil
103,17,49,26.337129,83.543366,6.320507,46.562399,watermelon
9,34,29,29.680411,50.166516,6.060099,81.465253,mango
7,23,25,30.584964,50.072149,6.28321,90.302834,mango
22,59,24,29.320636,36.085073,5.859974,146.550499,pigeonpeas
23,19,44,19.389153,87.693727,6.870872,106.52264,pomegranate
40,51,17,28.802209,85.407637,6.389351,63.832679,mungbean
22,62,22,19.679918,19.991959,5.766503,65.760571,kidneybeans
24,49,19,28.103647,50.158529,9.036672,56.064528,mothbeans
26,5,28,27.599809,94.202771,5.710832,159.029748,coconut
48,70,17,19.967707,21.751634,5.792725,73.934575,kidneybeans
72,48,43,24.580018,83.744217,6.498337,295.803229,rice
7,39,16,28.763643,84.90624,6.753532,40.245689,mungbean
92,43,42,21.8172,82.51062,6.446952,242.767851,rice
35,17,44,21.164842,90.756114,6.474517,109.030507,pomegranate
93,57,40,26.053696,82.899195,6.938986,168.732655,jute
13,72,17,22.974577,64.475759,6.363586,55.261644,lentil
23,42,20,27.293568,50.779951,6.731365,39.797018,mothbeans
30,57,21,24.705123,48.17064,6.157595,134.852292,pigeonpeas
6,9,40,21.757648,92.108608,6.301899,107.359536,pomegranate
28,50,20,27.021688,58.290319,5.423103,32.598631,mothbeans
30,71,25,30.597317,64.864329,6.733711,66.05805,blackgram
42,61,47,35.117285,92.537023,6.596937,69.354281,papaya
106,32,30,25.936181,60.968846,7.003889,195.105865,coffee
84,81,52,27.358067,79.675893,6.152684,100.335177,banana
34,33,30,30.509478,52.60755,6.280529,72.400653,mango
29,77,82,19.646423,18.640925,7.652293,89.579057,chickpea
92,19,47,28.359293,92.758936,6.440678,29.49955,muskmelon
11,16,34,30.254303,50.797678,5.481611,80.154971,mango
46,79,15,29.583154,66.850929,6.067548,69.638098,blackgram
88,19,47,27.803282,93.759057,6.628053,27.969877,muskmelon
